0.000000  0.718282
0.048710  0.774226
0.118354  0.936872
0.227222  1.191141
0.388592  1.513465
0.608890  1.873970
0.886577  2.239238
1.211882  2.575379
1.567419  2.851125
1.929652  3.040646
2.271045  3.125826
2.562717  3.097793
2.777324  2.957550
2.891893  2.715668
2.890313  2.391075
2.765243  2.009067
2.519225  1.598749
2.164884  1.190155
1.724182  0.811339
1.226776  0.485715
0.707623  0.229921
0.204056  0.052393
-0.247409  -0.047196
-0.614230  -0.077595
-0.870672  -0.054778
-1.000038  -0.000000
-0.996103  0.062669
-0.863602  0.109098
-0.617737  0.117840
-0.282740  0.072595
0.110361  -0.035859
0.526569  -0.208484
0.930066  -0.437656
1.287389  -0.707748
1.570331  -0.996562
1.758309  -1.277486
1.839966  -1.522152
1.813881  -1.703347
1.688322  -1.797880
1.480089  -1.789121
1.212566  -1.668954
0.913186  -1.438950
0.610566  -1.110616
0.331605  -0.704697
0.098819  -0.249589
-0.071814  0.221020
-0.172294  0.671040
-0.203185  1.065135
-0.173307  1.371869
-0.098557  1.566515
-0.000000  1.633282
0.098571  1.566742
0.173364  1.372321
0.203314  1.065808
0.172522  0.671929
0.072171  0.222119
-0.098305  -0.248291
-0.330906  -0.703210
-0.609652  -1.108953
-0.912029  -1.437127
-1.211138  -1.666989
-1.478362  -1.787033
-1.686268  -1.795694
-1.811474  -1.701087
-1.837180  -1.519847
-1.755119  -1.275168
-1.566712  -0.994266
-1.283320  -0.705511
-0.925527  -0.435520
-0.521541  -0.206493
-0.104829  -0.034061
0.288789  0.074148
0.624312  0.119094
0.870709  0.109996
1.003743  0.063150
1.008207  0.000000
0.879363  -0.055325
0.623428  -0.078757
0.257094  -0.049043
-0.193909  0.049787
-0.697048  0.226485
-1.215813  0.481374
-1.712878  0.806019
-2.153294  1.183784
-2.507413  1.591253
-2.753281  2.000376
-2.878281  2.381121
-2.879880  2.704387
-2.765428  2.944882
-2.551044  3.083682
-2.259710  3.110224
-1.918778  3.023510
-1.557137  2.832421
-1.202330  2.555081
-0.877903  2.217329
-0.601246  1.850446
-0.382139  1.488331
-0.222124  1.164416
-0.114781  0.908588
-0.046835  0.744429
